Ref.;Descripción;Subtotal;IGV;category;precio;categoria padre
2202;Chocolate NESTLÉ Sublime Galleta Bolsa 28g;2.12;18;Chocolatería;2.5;Dulcería
2203;Jamonada Especial RAZZETO paquete 250g;7.63;18;Embutidos;9;Quesos y Embutidos
2204;Mortadela RAZZETO paquete 250g;6.95;18;Embutidos;8.2;Quesos y Embutidos
2205;Queso Tipo Suizo para Rallar a GRANEL corte 250g;5.51;18;Quesos;6.5;Quesos y Embutidos
2206;Queso Fresco LIGHT a GRANEL corte 250g;5.08;18;Quesos;6;Quesos y Embutidos
2207;Huevos a GRANEL Bolsa 500g;2.54;18;Huevos;3;Lácteos y Huevos
2208;Ajo Entero por 100g;1.53;18;Verduras;1.8;Frutas y Verduras
2209;Kión por 100g;1.02;18;Verduras;1.2;Frutas y Verduras
2210;Galletas SALMAS de Maíz Horneadas Bolsa 18g;0.85;18;Galletas;1;Dulcería
2211;Tortillas de Maiz TAKIS Fuego Bolsa 90g;3.81;18;Maiz;4.5;Snacks
2212;Tortillas de Maiz TAKIS Xplosion Bolsa 90g;3.81;18;Maiz;4.5;Snacks
2213;Tortillas de Maiz TAKIS Original Bolsa 90g;3.81;18;Maiz;4.5;Snacks
2214;Shampoo SEDAL Colágeno + Vitamina C Sachet 40ml;1.27;18;Cuidado del Cabello;1.5;Cuidado Personal
2215;Shampoo NUTRIBELA Pro-Hialurónico Sachet 22ml + 8ml;1.02;18;Cuidado del Cabello;1.2;Cuidado Personal
2216;Shampoo NUTRIBELA Célular Madre Sachet 22ml + 8ml;1.02;18;Cuidado del Cabello;1.2;Cuidado Personal
2217;Detergente en Polvo BOLIVAR Cuidado y Suavidad Bolsa 730g;8.05;18;Detergentes;9.5;Cuidado de Ropa
2218;Detergente en Polvo BOLIVAR Cuidado Micelar Bolsa 730g;8.05;18;Detergentes;9.5;Cuidado de Ropa
2219;Detergente en Polvo BOLIVAR Cuidado Bebés y Niños Bolsa 730g;8.05;18;Detergentes;9.5;Cuidado de Ropa
2220;Detergente en Polvo BOLIVAR Cuidado Bebés y Niños Bolsa 150g;2.12;18;Detergentes;2.5;Cuidado de Ropa
2221;Bebida Energizante RED BULL Winter Lata 250ml;7.2;18;Energizantes;8.5;Bebidas
2222;Bebida PULP Durazno Botella 1L;3.81;18;Jugos y Néctares;4.5;Bebidas
2223;Detergente en polvo PATITO Bebé Bolsa 640g;4.07;18;Detergentes;4.8;Cuidado de Ropa
2225;Shampoo SEDAL Prebióticos + Biotina Sachet 40ml;1.27;18;Cuidado del Cabello;1.5;Cuidado Personal
2226;Desodorante Aerosol REXONA para Mujer Active Emotion Frasco 150ml;11.78;18;Higiene Personal;13.9;Cuidado Personal
2227;Desodorante Aerosol AXE para Hombre Epic Fresh Frasco 150ml;11.78;18;Higiene Personal;13.9;Cuidado Personal
2228;Jabón de Tocador DOVE Leche de Coco y Jazmin 90g;3.73;18;Jabones en Barra;4.4;Cuidado Personal
2229;Crema Facial POND'S Rejuveness Antiarrugas Sachet 10g;1.1;18;Belleza;1.3;Cuidado Personal
2230;Crema Facial POND'S Clarant B3 Sachet 10g;1.1;18;Belleza;1.3;Cuidado Personal
2231;Cereal ANGEL Copos de Avena Bolsa 120g;2.97;18;Cereales;3.5;Desayunos
2232;Ambientador en Aerosol GLADE Abrazos de Vainilla Frasco 400ml;8.05;18;Ambientadores y Aromatizadores;9.5;Limpieza
2233;Insecticida en Aerosol BAYGON Mosquito y Moscas Frasco 400ml;10.59;18;Insecticidas;12.5;Limpieza
2234;Insecticida en Aerosol BAYGON Verde Frasco 400ml;10.59;18;Insecticidas;12.5;Limpieza
2235;Insecticida BAYGON Espiral Caja 10un;3.39;18;Insecticidas;4;Limpieza
2236;Choco Snacks BIG BEN Caramelo y Maní Blanco Bolsa 55g;2.12;18;Chocolatería;2.5;Dulcería
2237;Caramelos BIG BEN Chocolate Blanco Bolsa 100un - 400g;5.93;18;Caramelos;7;Dulcería
2238;Papel Bond Fotocopia MILLENIUM 75g A-4 por 500 hojas;11.86;18;Papelería;14;Librería y Oficina
2239;Piqueos CHEETOS Garrita Queso Travieso Bolsa 32g;1.69;18;Maiz;2;Snacks
2240;Papas LAYS Ondas Jalapeño Bolsa 37g;1.86;18;Papas;2.2;Snacks
2241;Papas LAYS Ondas Sweet BBQ Bolsa 37g;1.86;18;Papas;2.2;Snacks
2242;Galletas RITZ Queso Taco 75g;2.12;18;Galletas;2.5;Dulcería
2243;Galletas OREO Selena Gomez Paquete 36g;0.85;18;Galletas;1;Dulcería
2244;Gaseosa CONCORDIA Sabor Naranja Botella 2L;4.24;18;Gaseosas;5;Bebidas
2245;Helado Sin Parar D'ONOFRIO Choco Berries Pote 170ml;3.81;18;Helados;4.5;Congelados
2246;Envase Circular PRIMO Blanco con Tapa de 500ml;0.42;18;Empaques y Envases;0.5;Descartables
2247;Envase Circular PRIMO Blanco con Tapa de 1L;0.68;18;Empaques y Envases;0.8;Descartables
2248;Cucharas de Plástico COINA PLAST por 25un;0.85;18;Vajilla Descartable;1;Descartables
2249;Platos de Plástico HAWAI Paquete 25 un;2.12;18;Vajilla Descartable;2.5;Descartables
2250;Vaso Polipapel ECO BELI sin tapa 12onz;0.42;18;Vajilla Descartable;0.5;Descartables
2251;Detergente en Polvo MARSELLA Pétalos Relajantes Lavanda y Rosas Bolsa 2Kg;16.1;18;Detergentes;19;Cuidado de Ropa
2252;Detergente en Polvo BOLIVAR Cuidado Total Bolsa 2.4Kg;23.64;18;Detergentes;27.9;Cuidado de Ropa
2253;Lavavajilla Líquido SAPOLIO Limón Botella 300ml;3.73;18;Lavavajillas;4.4;Limpieza
2254;Lavavajilla Líquido SAPOLIO Limón Botella 500ml;5;18;Lavavajillas;5.9;Limpieza
2255;Lavavajilla Líquido SAPOLIO Limón Botella 750ml;7.2;18;Lavavajillas;8.5;Limpieza
2256;Tajador OVE Simple por Unidad;0.85;18;Escritura y Corrección;1;Librería y Oficina
2257;Goma en Barra ARTESCO 8g;1.69;18;Adhesivos y Cintas;2;Librería y Oficina
2258;Goma en Barra ARTESCO 21g;2.54;18;Adhesivos y Cintas;3;Librería y Oficina
2259;Lapicero PILOT BPS Fine Negro por Unidad;2.54;18;Escritura y Corrección;3;Librería y Oficina
2260;Lapicero PILOT BPS Fine Azul por Unidad;2.54;18;Escritura y Corrección;3;Librería y Oficina
2261;Lapicero PILOT BPS Fine Rojo por Unidad;2.54;18;Escritura y Corrección;3;Librería y Oficina
2262;Lapicero PILOT BPS-GP Fine Negro por Unidad;3.39;18;Escritura y Corrección;4;Librería y Oficina
2263;Lapicero PILOT BPS-GP Fine Azul por Unidad;3.39;18;Escritura y Corrección;4;Librería y Oficina
2264;Lapicero PILOT BPS-GP Fine Rojo por Unidad;3.39;18;Escritura y Corrección;4;Librería y Oficina
2265;Lejía SAPOLIO Tradicional Botella 1.16kg;2.97;18;Lejías;3.5;Limpieza
2266;Cigarro PALL MALL XL Boost Caja 20un;14.41;18;Cigarros;17;Tabaco y Vapes
2267;Cigarro PALL MALL XL Boost Caja por Unidad;0.85;18;Cigarros;1;Tabaco y Vapes
2268;Bebida Alcohólica Preparada FOUR LOKO White Limón Lata 473ml;9.24;18;Licores Preparados;10.9;Licores
2269;Suavizante BOLIVAR Bebés y Niños Frasco 800ml;6.78;18;Suavizantes;8;Cuidado de Ropa
2270;Azúcar Rubia MANUELITA a GRANEL Bolsa 500g;1.53;18;Azucar y Endulzantes;1.8;Abarrotes
2271;Galletas OREO Selena Gomez Taco 108g;2.2;18;Galletas;2.6;Dulcería
2272;Chifles MARANATHA Mixto Bolsa 200g;4.07;18;Camotes y Chifles;4.8;Snacks
2273;Pastelito Gansito MARINELA Black Bolsa 50g;2.12;18;Pasteles;2.5;Panadería y Pastelería
2274;Suavizante DOWNY Aroma Floral Botella 700ml;8.39;18;Suavizantes;9.9;Cuidado de Ropa
2275;Grageas de Chocolate CHIN CHIN Max Caja 30g;1.69;18;Chocolatería;2;Dulcería
2276;Cereal ANGEL Copos de Avena Bolsa 18g;0.85;18;Cereales;1;Desayunos
2277;Chupetes BON BON BUM Sabor Fresa Bolsa 24un / 456g;6.61;18;Chupetes;7.8;Dulcería
2278;Chupetes BON BON BUM Sabores Surtidos Bolsa 24un / 456g;6.61;18;Chupetes;7.8;Dulcería
2279;Chupetes GLOBO POP Sabor Fresa Bolsa 24un / 456g;6.61;18;Chupetes;7.8;Dulcería
2280;Chupetes GLOBO POP Sabor Surtido Bolsa 24un / 456g;6.61;18;Chupetes;7.8;Dulcería
2281;Caramelos ARCOR Chicha Morada Bolsa 100un;8.05;18;Caramelos;9.5;Dulcería
2282;Caramelos ARCOR Limón Bolsa 100un;8.05;18;Caramelos;9.5;Dulcería
2283;Cera para Cabello EGO Look Definido Pote 60ml;7.2;18;Cuidado del Cabello;8.5;Cuidado Personal
2284;Sustancia de Pescado DOÑA GUSTA en Polvo Sachet 7g;0.42;18;Cremas y Condimentos;0.5;Abarrotes
2285;Shampoo HEAD & SHOULDERS Anti - Resequedad Sachet 15ml;0.93;18;Cuidado del Cabello;1.1;Cuidado Personal
2286;Toallas Higiénicas ALWAYS Cubierta Suave Día M Paquete 8un;4.07;18;Protección Femenina;4.8;Cuidado Personal
2287;Toallas Higiénicas ALWAYS Cubierta Seca Noche G Paquete 8un;6.19;18;Protección Femenina;7.3;Cuidado Personal
2288;Toallas Higiénicas ALWAYS Cubierta Suave Noche XG Paquete 8un;6.69;18;Protección Femenina;7.9;Cuidado Personal
2289;Protectores Diarios ALWAYS Paquete 15 un;3.14;18;Protección Femenina;3.7;Cuidado Personal
9001;Combo Adulto Independiente;12.63;18;Combos;14.9;TIENDA
9002;Combo Siempre Limpios;12.63;18;Combos;14.9;TIENDA
9003;Combo Desayuno de Campeones;14.07;18;Combos;16.6;TIENDA
9004;Combo Pelis;11.78;18;Combos;13.9;TIENDA
9005;Combo Amigos;33.81;18;Combos;39.9;TIENDA
9101;Huevos a GRANEL en celda de 30un x kg;4.66;18;Huevos;5.5;Lácteos y Huevos
9102;Leche GLORIA Entera Lata 390g x 6un;19.92;18;Leches;23.5;Lácteos y Huevos
9103;Leche GLORIA Entera UHT Caja 946ml x 3un;14.32;18;Leches;16.9;Lácteos y Huevos
9104;Yogurt Bebible GLORIA Sabor a Fresa Botella 946g x 3un;9.98;18;Yogurts;11.78;Lácteos y Huevos
9105;Gaseosas COCA COLA Sabor Original 2 Pack Botellas 3L;18.22;18;Gaseosas;21.5;Bebidas
9106;Gaseosas INCA KOLA Sabor Original 2 Pack Botellas 3L;18.22;18;Gaseosas;21.5;Bebidas
9107;Aceite Vegetal PRIMOR Premium Botella 900ml x 2un;17.37;18;Aceites;20.5;Abarrotes
9108;Filete de Atún PRIMOR en Aceite Vegetal Lata 140g x 3un;13.31;18;Conservas;15.7;Abarrotes
9109;Fideos DON VITTORIO Spaghetti Bolsa 450g x 3un;8.14;18;Fideos, Pastas y Salsas;9.6;Abarrotes
9110;Arroz Extra CASERITA PACASMAYO a GRANEL Bolsa 3kg;9.07;18;Arroz;10.7;Abarrotes
9111;Azúcar Rubia MANUELITA a GRANEL Bolsa 3kg;7.54;18;Azucar y Endulzantes;8.9;Abarrotes
9112;Detergente en Polvo MARSELLA Profesional a GRANEL Bolsa 2Kg;12.03;18;Detergentes;14.2;Cuidado de Ropa
9113;Comida para Perro RICOCAN Adultos Todas las Razas Multisabores a GRANEL Bolsa 3Kg;19.66;18;Alimento Seco para Perros;23.2;Mascotas
9114;Comida para Perro RICOCAN Cachorro Raza Pequeña Carne y Leche a GRANEL Bolsa 3Kg;20.51;18;Alimento Seco para Perros;24.2;Mascotas
9115;Comida para Perro RICOCAN Adultos Edad Avanzada a GRANEL Bolsa 3Kg;19.66;18;Alimento Seco para Perros;23.2;Mascotas
9116;Comida para Perro RICOCAN Adultos Raza Pequeña a GRANEL Bolsa 3Kg;20.51;18;Alimento Seco para Perros;24.2;Mascotas
9117;Comida para Gato RICOCAT Atún, Sardina y Trucha para Adultos a GRANEL Bolsa 3Kg;25.68;18;Alimento Seco para Gatos;30.3;Mascotas
9118;Comida para Gato RICOCAT Carne, Pescado y Leche para Gatitos a GRANEL Bolsa 3Kg;26.78;18;Alimento Seco para Gatos;31.6;Mascotas
9119;Comida para Gato RICOCAT Adultos Esterilizados a GRANEL Bolsa 3Kg;25.68;18;Alimento Seco para Gatos;30.3;Mascotas
9120;Cerveza HEINEKEN 6 Pack Lata 310ml x 2un;36.36;18;Con Alcohol;42.9;Cervezas
2290;Salchicha de Huacho RAZZETO Paquete 1un;2.71;18;Embutidos;3.2;Quesos y Embutidos
2291;Sazonador AJI-NO-MOTO Umami Glutamato de Sodio Bolsa 500g;7.63;18;Cremas y Condimentos;9;Abarrotes
2292;Chocolate BESOS DE MOZA Clásico 24g por 9un;9.49;18;Chocolatería;11.2;Dulcería
2293;Shampoo para Bebé JOHNSON'S BABY Original Frasco 400ml;26.19;18;Cuidado del Cabello;30.9;Cuidado Personal
2294;Shampoo HEAD & SHOULDERS Suave y Manejable 2en1 Frasco 375ml;16.02;18;Cuidado del Cabello;18.9;Cuidado Personal
2295;Suavizante DOWNY Exótico Botella 700ml;8.39;18;Suavizantes;9.9;Cuidado de Ropa
2296;Suavizante DOWNY Amanecer Botella 700ml;8.39;18;Suavizantes;9.9;Cuidado de Ropa
2297;Esponja para Limpieza CARMELITA Superficie Metálica por unidad;2.12;18;Esponjas y Paños;2.5;Limpieza
2298;King Kong BRUNING Sabor a Maní por unidad;1.27;18;Pasteles;1.5;Panadería y Pastelería
2299;Detergente en Polvo CARICIA Rosa Ropa Delicada Bolsa 1.4Kg;29.24;18;Detergentes;34.5;Cuidado de Ropa
2300;Detergente en Polvo OPAL Ultra Bolsa 2.4Kg;22.2;18;Detergentes;26.2;Cuidado de Ropa
2301;Velas SANTA CRUZ Votiva Mediana Misionera paquete 6un;3.05;18;Velas;3.6;Hogar y Ferretería
2302;Leche GLORIA con Quinua Lata Lata 390g;3.81;18;Leches;4.5;Lácteos y Huevos
2303;Leche GLORIA con Quinua Kiwicha y Cañihua Lata 390g;3.81;18;Leches;4.5;Lácteos y Huevos
2304;Maní con Pasas FRUSEC;1.02;18;Frutos Secos;1.2;Snacks
2305;Cuarto de Pollo CHIMÚ Pierna Fresco por Kg;9.24;18;Pollo;10.9;Carnes, Aves y Pescados
2306;Caramelos HALLS Cereza Cherry Lyptus Bolsa 100un;12.29;18;Caramelos;14.5;Dulcería
2307;Caramelos HALLS Extra Fuerte Lyptus Bolsa 100un;12.29;18;Caramelos;14.5;Dulcería
2308;Caramelos HALLS Mentol y Eucalipto Bolsa 100un;12.29;18;Caramelos;14.5;Dulcería
2309;Caramelos HALLS Mora Bolsa 100un;12.29;18;Caramelos;14.5;Dulcería
2310;Caramelos HALLS Yerbabuena Lyptus Bolsa 100un;12.29;18;Caramelos;14.5;Dulcería
2311;Mostaza ALACENA Doypack 220g;4.66;18;Cremas y Condimentos;5.5;Abarrotes
2312;Cerveza CUSQUEÑA Negra 12 Pack Botella 620 ml - RETORNABLE;75.25;18;Con Alcohol;88.8;Cervezas
2313;Cerveza CUSQUEÑA Trigo 12 Pack Botella 620 ml - RETORNABLE;75.25;18;Con Alcohol;88.8;Cervezas
2314;Cerveza BUDWEISER 6 Pack Lata 355ml;22.37;18;Con Alcohol;26.4;Cervezas
2315;Cerveza BUDWEISER Lata 355ml;3.81;18;Con Alcohol;4.5;Cervezas
2316;Cerveza CUSQUEÑA Trigo Cero Alcohol 6 Pack Lata 355ml;24.92;18;Sin Alcohol;29.4;Cervezas
2317;Cerveza CUSQUEÑA Trigo Cero Alcohol Lata 355ml;4.24;18;Sin Alcohol;5;Cervezas
2318;Cerveza CORONA Cero Alcohol 6 Pack Botella 355ml;24.92;18;Sin Alcohol;29.4;Cervezas
2319;Cerveza CORONA Cero Alcohol Botella 355ml;4.24;18;Sin Alcohol;5;Cervezas
2320;Chicharrón de Soya MARANATHA Bolsa 20g;0.85;18;Maiz;1;Snacks
2321;Papas MARANATHA al Hilo Bolsa 28g;0.85;18;Papas;1;Snacks
2322;Jabón de Tocador PROTEX Limpieza Profunda Barra 110g;3.56;18;Jabones en Barra;4.2;Cuidado Personal
2323;Panetón BLANCA FLOR Bolsa 900g;21.1;18;Panetones;24.9;Panadería y Pastelería
2324;Sopa Instantánea AJINOMEN Sabor a Pollo Picante Vaso 51g;2.71;18;Comida Instantánea;3.2;Abarrotes
2325;Plumon para Pizarra OVE 123 Color Rojo por unidad;2.3;18;Escritura y Corrección;2.71;Librería y Oficina
2326;Plumon para Pizarra OVE 123 Color Negro por unidad;2.12;18;Escritura y Corrección;2.5;Librería y Oficina
2327;Bebida GLORIA Durazno Caja 500ml;2.12;18;Jugos y Néctares;2.5;Bebidas
2328;Galletas SAN JORGE Duetto Paquete 30g;0.51;18;Galletas;0.6;Dulcería
2329;Vino TABERNERO Semiseco Gran Selección Botella 750ml;15.25;18;Vinos;18;Licores
2330;Ambientador en Aerosol GLADE Manzana y Canela Frasco 400ml;8.05;18;Ambientadores y Aromatizadores;9.5;Limpieza
2331;Preservativos DUREX Real Feel Caja 3un;8.05;18;Bienestar Sexual;9.5;Cuidado Personal
2332;Comida para Perro RICOCAN Cachorro Razas Medianas y Grandes Carne y Leche a GRANEL Bolsa 500 g;3.9;18;Alimento Seco para Perros;4.6;Mascotas
2336;Comida para Perro RICOCAN Cachorro Razas Medianas y Grandes Carne y Leche a GRANEL Bolsa 3Kg;20.51;18;Alimento Seco para Perros;24.2;Mascotas
2333;Helado NESCAFÉ Cappuccino Paleta 80ml;4.24;18;Helados;5;Congelados
2334;Bolsa para Basura TACHITOS 35L por 10un;1.27;18;Bolsas de Plástico;1.5;Descartables
2335;Gaseosa FANTA Manzana Botella 300ml;1.27;18;Gaseosas;1.5;Bebidas
2337;Chifles KARINTO Bolsa 34g;1.69;18;Camotes y Chifles;2;Snacks
2338;Leche Condensada GLORIA Doypack 90g;2.46;18;Leche Condensada;2.9;Repostería
2339;Mayonesa AlaCena Doypack 235g;6.78;18;Cremas y Condimentos;8;Abarrotes
2340;Gaseosa SABOR DE ORO Botella 750ml;1.69;18;Gaseosas;2;Bebidas
2341;Galletas CASINO con Crema Sabor Turrón Paquete 43g;0.85;18;Galletas;1;Dulcería
2342;Café Instantáneo DON CAFÉ Clásico Lata 10g;1.69;18;Café e Infusiones;2;Desayunos
2343;Fideos NICOLINI Cabello de Ángel Bolsa 250g;1.53;18;Fideos, Pastas y Salsas;1.8;Abarrotes
2344;Jabón Líquido AVAL Antibacterial Frutos Rojos Frasco 400ml;5;18;Jabones Líquidos;5.9;Cuidado Personal
2345;Jabón Líquido AVAL Antibacterial Frutos Rojos Frasco 400ml;5;18;Jabones Líquidos;5.9;Cuidado Personal
2346;Cancha Caramelizada GUSTAVO Bolsa 45g;0.85;18;Cereales;1;Desayunos
2347;Mezcla Láctea BONLÉ Entera Lata 390g;2.71;18;Mezclas Lácteas;3.2;Lácteos y Huevos
2348;Bebida Concentrada BONLÉ Protección Lata 390g;2.29;18;Mezclas Lácteas;2.7;Lácteos y Huevos
2349;Bebida Concentrada BONLÉ Protección Lata 155g;1.02;18;Mezclas Lácteas;1.2;Lácteos y Huevos
2350;Galleta CLUB SOCIAL Sabor Queso Paquete 24g;0.85;18;Galletas;1;Dulcería
2351;Galleta CLUB SOCIAL Sabor Jamón Ahumado Paquete 24g;0.85;18;Galletas;1;Dulcería
2352;Goma de Mascar TRIDENT SPLASH Yerbabuena Paquete 17.1g;2.54;18;Gomas de Mascar;3;Dulcería
2353;Bebida Rehidratante GATORADE Uva Botella 500ml;2.12;18;Rehidratantes;2.5;Bebidas
2354;Papel Toalla NOVA Ultra 2un;4.07;18;Papel Toalla;4.8;Limpieza
2355;Papel Higiénico ELITE XL Resistente Paquete 4un;6.53;18;Papel Higiénico;7.7;Limpieza
2356;Helado Sin Parar D'ONOFRIO Stranger Things 134ml;4.24;18;Helados;5;Congelados
2357;Goma de Mascar TRIDENT EVUP Cool Bubble Paquete 30.6g 18un;3.22;18;Gomas de Mascar;3.8;Dulcería
2358;Bebida de Soya SOY VIDA Caja 1L;4.66;18;Leche de Soya y Otras Bebidas Vegetales;5.5;Lácteos y Huevos
2359;Queso Parmesano Rallado GLORIA Paquete 35g;3.98;18;Quesos;4.7;Quesos y Embutidos
2360;Leche GLORIA Light Zero Lacto Lata 390g;3.81;18;Leches;4.5;Lácteos y Huevos
2361;Tortillas de Maíz DORITOS Sabor Pizza Bolsa 40g;1.86;18;Maiz;2.2;Snacks
2364;Vodka MIKE'S Hard Apple Lemonade Lata 355ml;5.51;18;Vodka;6.5;Licores
2363;Jabón Neko Antibacterial Fresh - Barra 110 G;3.56;18;Jabones en Barra;4.2;Cuidado Personal
2362;Agua SAN LUIS Sin Gas Sabor Arándano Botella 625ml;1.69;18;Aguas Saborizadas;2;Bebidas
2365;Papel Bond Fotocopia MILLENIUM 75g A-4 por 20 hojas;0.85;18;Papelería;1;Librería y Oficina
