id;name;image;is_featured;products_count;category_ids;category_names;created_at;updated_at
TTVCHg26Y93LPxvtzK9Q;Winter's;;false;0;;;2025-10-25T13:10:02.616;2025-10-25T13:10:02.616
TWVkKmlRfaLTu0ZoYisn;Rellenitas;;false;0;;;2025-10-25T13:09:37.804;2025-10-25T13:09:37.804
UEkQ7uAHMurOsOFADh36;Santiago Queirolo;;false;0;;;2025-10-25T13:09:43.984;2025-10-25T13:09:43.984
UJO3f9cajGMFHpWUiHQx;Cafetal;;false;0;;;2025-01-14T01:45:11.225;2025-01-14T01:45:11.225
UJuMLItg0xC5XpzmIC8d;Guaraná;;false;0;;;2025-01-11T22:07:08.201;2025-01-11T22:07:08.202
UYGQr26Q2m9UyqG3RHw3;Morochas;;false;0;;;2025-10-25T13:09:15.065;2025-10-25T13:09:15.065
UbLGEQaMmI86e8dyd8qe;Sorrento;;false;0;;;2025-10-25T13:09:49.674;2025-10-25T13:09:49.674
Ullu5hwI0X25kujE3Brw;Maranatha;;false;0;;;2025-10-25T13:09:06.919;2025-10-25T13:09:06.919
UlxbxwDCMX7o6aRN2xiK;Tacama;;false;0;;;2025-10-25T13:09:53.165;2025-10-25T13:09:53.166
VLpe7MEvkk6Hy6QONHXw;Integrackers;;false;0;;;2025-01-14T01:40:38.415;2025-01-14T01:41:48.367
VaZnPN8qnoEvSyY7yiw4;Princesa;;false;0;;;2025-10-25T13:09:33.208;2025-10-25T13:09:33.208
VcQrPCOt6JudfbeGSouP;Baygon;;false;0;;;2025-10-25T13:08:12.667;2025-10-25T13:08:12.668
VecIyt5EeBXRHLnUkzgE;Snickers;;false;0;;;2025-10-25T13:09:49.182;2025-10-25T13:09:49.182
VzyucIeLePWV9nxrweBO;Gallo;;false;0;;;2025-10-25T13:08:47.943;2025-10-25T13:08:47.943
WFHPLSgDGhklkTGLTKMc;Frugos del Valle;;false;0;;;2025-01-11T23:34:32.712;2025-01-11T23:34:32.712
WIVVrSnQTexqmnsSHdZG;Pond's;;false;0;;;2025-10-25T13:09:32.676;2025-10-25T13:09:32.677
WLvYZn4Bcgg3Djr870QW;Don Vittorio;;false;0;;;2025-01-14T01:36:40.007;2025-01-14T01:36:40.007
Wc1QaAluTCtrH88xETRv;Mike's;;false;0;;;2025-01-11T22:09:55.359;2025-01-11T22:09:55.359
Wcnj56MKKFWZFPBoCbZd;La Pata;;false;0;;;2025-10-25T13:09:01.854;2025-10-25T13:09:01.854
